dem_name,other_name,County,Republican,Democrat,Other,rgb_color,hex_color,Year,State,repub_name
Kennedy,Unpledged,District 1,180,257,0,"(105.0, 0.0, 150.0)",#690096,1960,AK,Nixon
Kennedy,Unpledged,District 10,11119,9581,0,"(137.0, 0.0, 118.0)",#890076,1960,AK,Nixon
Kennedy,Unpledged,District 11,568,634,0,"(120.5, 0.0, 134.5)",#780086,1960,AK,Nixon
Kennedy,Unpledged,District 12,1005,1120,0,"(120.6, 0.0, 134.4)",#780086,1960,AK,Nixon
Kennedy,Unpledged,District 13,631,867,0,"(107.4, 0.0, 147.6)",#6b0093,1960,AK,Nixon
Kennedy,Unpledged,District 14,186,443,0,"(75.4, 0.0, 179.6)",#4b00b3,1960,AK,Nixon
Kennedy,Unpledged,District 15,372,634,0,"(94.3, 0.0, 160.7)",#5e00a0,1960,AK,Nixon
Kennedy,Unpledged,District 16,626,255,0,"(181.2, 0.0, 73.8)",#b50049,1960,AK,Nixon
Kennedy,Unpledged,District 17,360,279,0,"(143.7, 0.0, 111.3)",#8f006f,1960,AK,Nixon
Kennedy,Unpledged,District 18,440,536,0,"(115.0, 0.0, 140.0)",#73008c,1960,AK,Nixon
Kennedy,Unpledged,District 19,4614,4780,0,"(125.2, 0.0, 129.8)",#7d0081,1960,AK,Nixon
Kennedy,Unpledged,District 2,2115,1916,0,"(133.8, 0.0, 121.2)",#850079,1960,AK,Nixon
Kennedy,Unpledged,District 20,205,304,0,"(102.7, 0.0, 152.3)",#660098,1960,AK,Nixon
Kennedy,Unpledged,District 21,192,246,0,"(111.8, 0.0, 143.2)",#6f008f,1960,AK,Nixon
Kennedy,Unpledged,District 22,571,323,0,"(162.9, 0.0, 92.1)",#a2005c,1960,AK,Nixon
Kennedy,Unpledged,District 23,1008,791,0,"(142.9, 0.0, 112.1)",#8e0070,1960,AK,Nixon
Kennedy,Unpledged,District 24,151,291,0,"(87.1, 0.0, 167.9)",#5700a7,1960,AK,Nixon
Kennedy,Unpledged,District 3,853,763,0,"(134.6, 0.0, 120.4)",#860078,1960,AK,Nixon
Kennedy,Unpledged,District 4,1069,1227,0,"(118.7, 0.0, 136.3)",#760088,1960,AK,Nixon
Kennedy,Unpledged,District 5,2330,2105,0,"(134.0, 0.0, 121.0)",#860079,1960,AK,Nixon
Kennedy,Unpledged,District 6,512,675,0,"(110.0, 0.0, 145.0)",#6e0091,1960,AK,Nixon
Kennedy,Unpledged,District 7,318,318,0,"(127.5, 0.0, 127.5)",#7f007f,1960,AK,Nixon
Kennedy,Unpledged,District 8,375,410,0,"(121.8, 0.0, 133.2)",#790085,1960,AK,Nixon
Kennedy,Unpledged,District 9,1153,1054,0,"(133.2, 0.0, 121.8)",#850079,1960,AK,Nixon
Kennedy,Unpledged,Autauga,1149,1324,0,"(118.5, 0.0, 136.5)",#760088,1960,AL,Nixon
Kennedy,Unpledged,Baldwin,4812,5647,0,"(117.3, 0.0, 137.7)",#750089,1960,AL,Nixon
Kennedy,Unpledged,Barbour,1166,2148,0,"(89.7, 0.0, 165.3)",#5900a5,1960,AL,Nixon
Kennedy,Unpledged,Bibb,1052,1697,0,"(97.6, 0.0, 157.4)",#61009d,1960,AL,Nixon
Kennedy,Unpledged,Blount,2557,3404,0,"(109.4, 0.0, 145.6)",#6d0091,1960,AL,Nixon
Kennedy,Unpledged,Bullock,412,757,0,"(89.9, 0.0, 165.1)",#5900a5,1960,AL,Nixon
Kennedy,Unpledged,Butler,1231,2872,0,"(76.5, 0.0, 178.5)",#4c00b2,1960,AL,Nixon
Kennedy,Unpledged,Calhoun,4821,9590,0,"(85.3, 0.0, 169.7)",#5500a9,1960,AL,Nixon
Kennedy,Unpledged,Chambers,1865,5165,0,"(67.6, 0.0, 187.4)",#4300bb,1960,AL,Nixon
Kennedy,Unpledged,Cherokee,872,3097,0,"(56.0, 0.0, 199.0)",#3800c7,1960,AL,Nixon
Kennedy,Unpledged,Chilton,3201,1798,0,"(163.3, 0.0, 91.7)",#a3005b,1960,AL,Nixon
Kennedy,Unpledged,Choctaw,612,1094,0,"(91.5, 0.0, 163.5)",#5b00a3,1960,AL,Nixon
Kennedy,Unpledged,Clarke,2016,1878,0,"(132.0, 0.0, 123.0)",#84007b,1960,AL,Nixon
Kennedy,Unpledged,Clay,1548,1743,0,"(119.9, 0.0, 135.1)",#770087,1960,AL,Nixon
Kennedy,Unpledged,Cleburne,1008,1510,0,"(102.1, 0.0, 152.9)",#660098,1960,AL,Nixon
Kennedy,Unpledged,Coffee,1381,4470,0,"(60.2, 0.0, 194.8)",#3c00c2,1960,AL,Nixon
Kennedy,Unpledged,Colbert,2815,7550,0,"(69.3, 0.0, 185.7)",#4500b9,1960,AL,Nixon
Kennedy,Unpledged,Conecuh,650,1815,0,"(67.2, 0.0, 187.8)",#4300bb,1960,AL,Nixon
Kennedy,Unpledged,Coosa,1073,1493,0,"(106.6, 0.0, 148.4)",#6a0094,1960,AL,Nixon
Kennedy,Unpledged,Covington,2047,5744,0,"(67.0, 0.0, 188.0)",#4300bc,1960,AL,Nixon
Kennedy,Unpledged,Crenshaw,573,2923,0,"(41.8, 0.0, 213.2)",#2900d5,1960,AL,Nixon
Kennedy,Unpledged,Cullman,4248,6346,0,"(102.3, 0.0, 152.7)",#660098,1960,AL,Nixon
Kennedy,Unpledged,Dale,1634,2563,0,"(99.3, 0.0, 155.7)",#63009b,1960,AL,Nixon
Kennedy,Unpledged,Dallas,2872,2103,0,"(147.2, 0.0, 107.8)",#93006b,1960,AL,Nixon
Kennedy,Unpledged,DeKalb,5585,5844,0,"(124.6, 0.0, 130.4)",#7c0082,1960,AL,Nixon
Kennedy,Unpledged,Elmore,1919,3440,0,"(91.3, 0.0, 163.7)",#5b00a3,1960,AL,Nixon
Kennedy,Unpledged,Escambia,1810,3990,0,"(79.6, 0.0, 175.4)",#4f00af,1960,AL,Nixon
Kennedy,Unpledged,Etowah,7128,14372,0,"(84.5, 0.0, 170.5)",#5400aa,1960,AL,Nixon
Kennedy,Unpledged,Fayette,1923,2274,0,"(116.8, 0.0, 138.2)",#74008a,1960,AL,Nixon
Kennedy,Unpledged,Franklin,4069,3422,0,"(138.5, 0.0, 116.5)",#8a0074,1960,AL,Nixon
Kennedy,Unpledged,Geneva,1502,3050,0,"(84.1, 0.0, 170.9)",#5400aa,1960,AL,Nixon
Kennedy,Unpledged,Greene,381,723,0,"(88.0, 0.0, 167.0)",#5800a7,1960,AL,Nixon
Kennedy,Unpledged,Hale,741,1309,0,"(92.2, 0.0, 162.8)",#5c00a2,1960,AL,Nixon
Kennedy,Unpledged,Henry,588,2115,0,"(55.5, 0.0, 199.5)",#3700c7,1960,AL,Nixon
Kennedy,Unpledged,Houston,4055,3897,0,"(130.0, 0.0, 125.0)",#82007d,1960,AL,Nixon
Kennedy,Unpledged,Jackson,2036,4789,0,"(76.1, 0.0, 178.9)",#4c00b2,1960,AL,Nixon
Kennedy,Unpledged,Jefferson,60004,44369,0,"(146.6, 0.0, 108.4)",#92006c,1960,AL,Nixon
Kennedy,Unpledged,Lamar,964,2386,0,"(73.4, 0.0, 181.6)",#4900b5,1960,AL,Nixon
Kennedy,Unpledged,Lauderdale,3570,8565,0,"(75.0, 0.0, 180.0)",#4b00b4,1960,AL,Nixon
Kennedy,Unpledged,Lawrence,1365,2929,0,"(81.1, 0.0, 173.9)",#5100ad,1960,AL,Nixon
Kennedy,Unpledged,Lee,2301,3759,0,"(96.8, 0.0, 158.2)",#60009e,1960,AL,Nixon
Kennedy,Unpledged,Limestone,991,4147,0,"(49.2, 0.0, 205.8)",#3100cd,1960,AL,Nixon
Kennedy,Unpledged,Lowndes,432,796,0,"(89.7, 0.0, 165.3)",#5900a5,1960,AL,Nixon
Kennedy,Unpledged,Macon,877,1327,0,"(101.5, 0.0, 153.5)",#650099,1960,AL,Nixon
Kennedy,Unpledged,Madison,5299,10959,0,"(83.1, 0.0, 171.9)",#5300ab,1960,AL,Nixon
Kennedy,Unpledged,Marengo,1235,1436,0,"(117.9, 0.0, 137.1)",#750089,1960,AL,Nixon
Kennedy,Unpledged,Marion,2938,3099,0,"(124.1, 0.0, 130.9)",#7c0082,1960,AL,Nixon
Kennedy,Unpledged,Marshall,3398,6595,0,"(86.7, 0.0, 168.3)",#5600a8,1960,AL,Nixon
Kennedy,Unpledged,Mobile,24608,28626,0,"(117.9, 0.0, 137.1)",#750089,1960,AL,Nixon
Kennedy,Unpledged,Monroe,989,2130,0,"(80.9, 0.0, 174.1)",#5000ae,1960,AL,Nixon
Kennedy,Unpledged,Montgomery,11778,9421,0,"(141.7, 0.0, 113.3)",#8d0071,1960,AL,Nixon
Kennedy,Unpledged,Morgan,4357,7822,0,"(91.2, 0.0, 163.8)",#5b00a3,1960,AL,Nixon
Kennedy,Unpledged,Perry,744,973,0,"(110.5, 0.0, 144.5)",#6e0090,1960,AL,Nixon
Kennedy,Unpledged,Pickens,1277,1836,0,"(104.6, 0.0, 150.4)",#680096,1960,AL,Nixon
Kennedy,Unpledged,Pike,1006,3421,0,"(57.9, 0.0, 197.1)",#3900c5,1960,AL,Nixon
Kennedy,Unpledged,Randolph,1697,3175,0,"(88.8, 0.0, 166.2)",#5800a6,1960,AL,Nixon
Kennedy,Unpledged,Russell,1770,3480,0,"(86.0, 0.0, 169.0)",#5600a9,1960,AL,Nixon
Kennedy,Unpledged,Shelby,3157,3225,0,"(126.1, 0.0, 128.9)",#7e0080,1960,AL,Nixon
Kennedy,Unpledged,St. Clair,2589,3039,0,"(117.3, 0.0, 137.7)",#750089,1960,AL,Nixon
Kennedy,Unpledged,Sumter,623,765,0,"(114.5, 0.0, 140.5)",#72008c,1960,AL,Nixon
Kennedy,Unpledged,Talladega,4723,5729,0,"(115.2, 0.0, 139.8)",#73008b,1960,AL,Nixon
Kennedy,Unpledged,Tallapoosa,2150,5460,0,"(72.0, 0.0, 183.0)",#4800b7,1960,AL,Nixon
Kennedy,Unpledged,Tuscaloosa,5598,8254,0,"(103.1, 0.0, 151.9)",#670097,1960,AL,Nixon
Kennedy,Unpledged,Walker,5463,8109,0,"(102.6, 0.0, 152.4)",#660098,1960,AL,Nixon
Kennedy,Unpledged,Washington,792,1929,0,"(74.2, 0.0, 180.8)",#4a00b4,1960,AL,Nixon
Kennedy,Unpledged,Wilcox,513,905,0,"(92.3, 0.0, 162.7)",#5c00a2,1960,AL,Nixon
Kennedy,Unpledged,Winston,3421,1681,0,"(171.0, 0.0, 84.0)",#ab0054,1960,AL,Nixon
Kennedy,Unpledged,Arkansas,2043,2789,0,"(107.8, 0.0, 147.2)",#6b0093,1960,AR,Nixon
Kennedy,Unpledged,Ashley,1288,3118,0,"(74.5, 0.0, 180.5)",#4a00b4,1960,AR,Nixon
Kennedy,Unpledged,Baxter,2108,1694,0,"(141.4, 0.0, 113.6)",#8d0071,1960,AR,Nixon
Kennedy,Unpledged,Benton,7832,3619,0,"(174.4, 0.0, 80.6)",#ae0050,1960,AR,Nixon
Kennedy,Unpledged,Boone,3388,2774,0,"(140.2, 0.0, 114.8)",#8c0072,1960,AR,Nixon
Kennedy,Unpledged,Bradley,873,2960,0,"(58.1, 0.0, 196.9)",#3a00c4,1960,AR,Nixon
Kennedy,Unpledged,Calhoun,295,1151,0,"(52.0, 0.0, 203.0)",#3400cb,1960,AR,Nixon
Kennedy,Unpledged,Carroll,2615,1301,0,"(170.3, 0.0, 84.7)",#aa0054,1960,AR,Nixon
Kennedy,Unpledged,Chicot,979,1803,0,"(89.7, 0.0, 165.3)",#5900a5,1960,AR,Nixon
Kennedy,Unpledged,Clark,1357,3295,0,"(74.4, 0.0, 180.6)",#4a00b4,1960,AR,Nixon
Kennedy,Unpledged,Clay,2543,1908,0,"(145.7, 0.0, 109.3)",#91006d,1960,AR,Nixon
Kennedy,Unpledged,Cleburne,1026,1144,0,"(120.6, 0.0, 134.4)",#780086,1960,AR,Nixon
Kennedy,Unpledged,Cleveland,290,1216,0,"(49.1, 0.0, 205.9)",#3100cd,1960,AR,Nixon
Kennedy,Unpledged,Columbia,2372,2427,0,"(126.0, 0.0, 129.0)",#7e0081,1960,AR,Nixon
Kennedy,Unpledged,Conway,1685,2900,0,"(93.7, 0.0, 161.3)",#5d00a1,1960,AR,Nixon
Kennedy,Unpledged,Craighead,5258,4898,0,"(132.0, 0.0, 123.0)",#84007b,1960,AR,Nixon
Kennedy,Unpledged,Crawford,3373,2430,0,"(148.2, 0.0, 106.8)",#94006a,1960,AR,Nixon
Kennedy,Unpledged,Crittenden,2234,2679,0,"(116.0, 0.0, 139.0)",#74008b,1960,AR,Nixon
Kennedy,Unpledged,Cross,1287,2088,0,"(97.2, 0.0, 157.8)",#61009d,1960,AR,Nixon
Kennedy,Unpledged,Dallas,659,1639,0,"(73.1, 0.0, 181.9)",#4900b5,1960,AR,Nixon
Kennedy,Unpledged,Desha,1063,2502,0,"(76.0, 0.0, 179.0)",#4c00b3,1960,AR,Nixon
Kennedy,Unpledged,Drew,889,2107,0,"(75.7, 0.0, 179.3)",#4b00b3,1960,AR,Nixon
Kennedy,Unpledged,Faulkner,2426,3820,0,"(99.0, 0.0, 156.0)",#63009c,1960,AR,Nixon
Kennedy,Unpledged,Franklin,1631,2025,0,"(113.8, 0.0, 141.2)",#71008d,1960,AR,Nixon
Kennedy,Unpledged,Fulton,1127,703,0,"(157.0, 0.0, 98.0)",#9d0062,1960,AR,Nixon
Kennedy,Unpledged,Garland,7204,6333,0,"(135.7, 0.0, 119.3)",#870077,1960,AR,Nixon
Kennedy,Unpledged,Grant,563,1394,0,"(73.4, 0.0, 181.6)",#4900b5,1960,AR,Nixon
Kennedy,Unpledged,Greene,2658,2774,0,"(124.8, 0.0, 130.2)",#7c0082,1960,AR,Nixon
Kennedy,Unpledged,Hempstead,1948,2596,0,"(109.3, 0.0, 145.7)",#6d0091,1960,AR,Nixon
Kennedy,Unpledged,Hot Spring,1732,3454,0,"(85.2, 0.0, 169.8)",#5500a9,1960,AR,Nixon
Kennedy,Unpledged,Howard,1225,1366,0,"(120.6, 0.0, 134.4)",#780086,1960,AR,Nixon
Kennedy,Unpledged,Independence,2639,2487,0,"(131.3, 0.0, 123.7)",#83007b,1960,AR,Nixon
Kennedy,Unpledged,Izard,808,1340,0,"(95.9, 0.0, 159.1)",#5f009f,1960,AR,Nixon
Kennedy,Unpledged,Jackson,1986,2860,0,"(104.5, 0.0, 150.5)",#680096,1960,AR,Nixon
Kennedy,Unpledged,Jefferson,4839,8442,0,"(92.9, 0.0, 162.1)",#5c00a2,1960,AR,Nixon
Kennedy,Unpledged,Johnson,1490,1938,0,"(110.8, 0.0, 144.2)",#6e0090,1960,AR,Nixon
Kennedy,Unpledged,Lafayette,713,1286,0,"(91.0, 0.0, 164.0)",#5b00a4,1960,AR,Nixon
Kennedy,Unpledged,Lawrence,1800,2074,0,"(118.5, 0.0, 136.5)",#760088,1960,AR,Nixon
Kennedy,Unpledged,Lee,1034,1409,0,"(107.9, 0.0, 147.1)",#6b0093,1960,AR,Nixon
Kennedy,Unpledged,Lincoln,626,1780,0,"(66.3, 0.0, 188.7)",#4200bc,1960,AR,Nixon
Kennedy,Unpledged,Little River,692,1514,0,"(80.0, 0.0, 175.0)",#5000af,1960,AR,Nixon
Kennedy,Unpledged,Logan,2014,2636,0,"(110.4, 0.0, 144.6)",#6e0090,1960,AR,Nixon
Kennedy,Unpledged,Lonoke,1560,2991,0,"(87.4, 0.0, 167.6)",#5700a7,1960,AR,Nixon
Kennedy,Unpledged,Madison,2445,1702,0,"(150.3, 0.0, 104.7)",#960068,1960,AR,Nixon
Kennedy,Unpledged,Marion,1016,968,0,"(130.6, 0.0, 124.4)",#82007c,1960,AR,Nixon
Kennedy,Unpledged,Miller,3113,4550,0,"(103.6, 0.0, 151.4)",#670097,1960,AR,Nixon
Kennedy,Unpledged,Mississippi,4983,5138,0,"(125.5, 0.0, 129.5)",#7d0081,1960,AR,Nixon
Kennedy,Unpledged,Monroe,833,1856,0,"(79.0, 0.0, 176.0)",#4f00b0,1960,AR,Nixon
Kennedy,Unpledged,Montgomery,836,788,0,"(131.3, 0.0, 123.7)",#83007b,1960,AR,Nixon
Kennedy,Unpledged,Nevada,937,1605,0,"(94.0, 0.0, 161.0)",#5e00a1,1960,AR,Nixon
Kennedy,Unpledged,Newton,1814,844,0,"(174.0, 0.0, 81.0)",#ae0051,1960,AR,Nixon
Kennedy,Unpledged,Ouachita,2439,5169,0,"(81.7, 0.0, 173.3)",#5100ad,1960,AR,Nixon
Kennedy,Unpledged,Perry,501,789,0,"(99.0, 0.0, 156.0)",#63009c,1960,AR,Nixon
Kennedy,Unpledged,Phillips,2168,4105,0,"(88.1, 0.0, 166.9)",#5800a6,1960,AR,Nixon
Kennedy,Unpledged,Pike,1013,997,0,"(128.5, 0.0, 126.5)",#80007e,1960,AR,Nixon
Kennedy,Unpledged,Poinsett,2430,2817,0,"(118.1, 0.0, 136.9)",#760088,1960,AR,Nixon
Kennedy,Unpledged,Polk,1882,1635,0,"(136.5, 0.0, 118.5)",#880076,1960,AR,Nixon
Kennedy,Unpledged,Pope,2573,2760,0,"(123.0, 0.0, 132.0)",#7b0084,1960,AR,Nixon
Kennedy,Unpledged,Prairie,734,1680,0,"(77.5, 0.0, 177.5)",#4d00b1,1960,AR,Nixon
Kennedy,Unpledged,Pulaski,22146,26034,0,"(117.2, 0.0, 137.8)",#750089,1960,AR,Nixon
Kennedy,Unpledged,Randolph,1620,1556,0,"(130.1, 0.0, 124.9)",#82007c,1960,AR,Nixon
Kennedy,Unpledged,Saline,2195,3898,0,"(91.9, 0.0, 163.1)",#5b00a3,1960,AR,Nixon
Kennedy,Unpledged,Scott,1137,1116,0,"(128.7, 0.0, 126.3)",#80007e,1960,AR,Nixon
Kennedy,Unpledged,Searcy,2297,1022,0,"(176.5, 0.0, 78.5)",#b0004e,1960,AR,Nixon
Kennedy,Unpledged,Sebastian,11744,8726,0,"(146.3, 0.0, 108.7)",#92006c,1960,AR,Nixon
Kennedy,Unpledged,Sevier,1141,1580,0,"(106.9, 0.0, 148.1)",#6a0094,1960,AR,Nixon
Kennedy,Unpledged,Sharp,911,807,0,"(135.2, 0.0, 119.8)",#870077,1960,AR,Nixon
Kennedy,Unpledged,St. Francis,1786,2432,0,"(108.0, 0.0, 147.0)",#6c0093,1960,AR,Nixon
Kennedy,Unpledged,Stone,959,897,0,"(131.8, 0.0, 123.2)",#83007b,1960,AR,Nixon
Kennedy,Unpledged,Union,5631,6500,0,"(118.4, 0.0, 136.6)",#760088,1960,AR,Nixon
Kennedy,Unpledged,Van Buren,1009,1158,0,"(118.7, 0.0, 136.3)",#760088,1960,AR,Nixon
Kennedy,Unpledged,Washington,10088,5391,0,"(166.2, 0.0, 88.8)",#a60058,1960,AR,Nixon
Kennedy,Unpledged,White,3985,5244,0,"(110.1, 0.0, 144.9)",#6e0090,1960,AR,Nixon
Kennedy,Unpledged,Woodruff,667,1613,0,"(74.6, 0.0, 180.4)",#4a00b4,1960,AR,Nixon
Kennedy,Unpledged,Yell,1303,2008,0,"(100.4, 0.0, 154.6)",#64009a,1960,AR,Nixon
Kennedy,Unpledged,Apache,1568,1459,0,"(132.1, 0.0, 122.9)",#84007a,1960,AZ,Nixon
Kennedy,Unpledged,Cochise,7572,7419,0,"(128.8, 0.0, 126.2)",#80007e,1960,AZ,Nixon
Kennedy,Unpledged,Coconino,4870,4065,0,"(139.0, 0.0, 116.0)",#8b0074,1960,AZ,Nixon
Kennedy,Unpledged,Gila,3806,5251,0,"(107.2, 0.0, 147.8)",#6b0093,1960,AZ,Nixon
Kennedy,Unpledged,Graham,2491,2091,0,"(138.6, 0.0, 116.4)",#8a0074,1960,AZ,Nixon
Kennedy,Unpledged,Greenlee,1313,3069,0,"(76.4, 0.0, 178.6)",#4c00b2,1960,AZ,Nixon
Kennedy,Unpledged,Maricopa,127090,86834,0,"(151.5, 0.0, 103.5)",#970067,1960,AZ,Nixon
Kennedy,Unpledged,Mohave,1641,1303,0,"(142.1, 0.0, 112.9)",#8e0070,1960,AZ,Nixon
Kennedy,Unpledged,Navajo,4090,3052,0,"(146.0, 0.0, 109.0)",#92006d,1960,AZ,Nixon
Kennedy,Unpledged,Pima,46734,42171,0,"(134.0, 0.0, 121.0)",#860079,1960,AZ,Nixon
Kennedy,Unpledged,Pinal,6441,7232,0,"(120.1, 0.0, 134.9)",#780086,1960,AZ,Nixon
Kennedy,Unpledged,Santa Cruz,1265,1868,0,"(103.0, 0.0, 152.0)",#670098,1960,AZ,Nixon
Kennedy,Unpledged,Yavapai,6813,4325,0,"(156.0, 0.0, 99.0)",#9c0063,1960,AZ,Nixon
Kennedy,Unpledged,Yuma,5547,6642,0,"(116.0, 0.0, 139.0)",#74008b,1960,AZ,Nixon
Kennedy,Unpledged,Alameda,183354,217172,0,"(116.7, 0.0, 138.3)",#74008a,1960,CA,Nixon
Kennedy,Unpledged,Alpine,132,40,0,"(195.7, 0.0, 59.3)",#c3003b,1960,CA,Nixon
Kennedy,Unpledged,Amador,2175,2690,0,"(114.0, 0.0, 141.0)",#72008d,1960,CA,Nixon
Kennedy,Unpledged,Butte,20838,15163,0,"(147.6, 0.0, 107.4)",#93006b,1960,CA,Nixon
Kennedy,Unpledged,Calaveras,2820,2509,0,"(134.9, 0.0, 120.1)",#860078,1960,CA,Nixon
Kennedy,Unpledged,Colusa,2497,2348,0,"(131.4, 0.0, 123.6)",#83007b,1960,CA,Nixon
Kennedy,Unpledged,Contra Costa,82922,93622,0,"(119.8, 0.0, 135.2)",#770087,1960,CA,Nixon
Kennedy,Unpledged,Del Norte,3024,3225,0,"(123.4, 0.0, 131.6)",#7b0083,1960,CA,Nixon
Kennedy,Unpledged,El Dorado,6065,6175,0,"(126.4, 0.0, 128.6)",#7e0080,1960,CA,Nixon
Kennedy,Unpledged,Fresno,57930,72164,0,"(113.5, 0.0, 141.5)",#71008d,1960,CA,Nixon
Kennedy,Unpledged,Glenn,3911,3410,0,"(136.2, 0.0, 118.8)",#880076,1960,CA,Nixon
Kennedy,Unpledged,Humboldt,18074,20391,0,"(119.8, 0.0, 135.2)",#770087,1960,CA,Nixon
Kennedy,Unpledged,Imperial,10606,9119,0,"(137.1, 0.0, 117.9)",#890075,1960,CA,Nixon
Kennedy,Unpledged,Inyo,2962,2443,0,"(139.7, 0.0, 115.3)",#8b0073,1960,CA,Nixon
Kennedy,Unpledged,Kern,52800,51440,0,"(129.2, 0.0, 125.8)",#81007d,1960,CA,Nixon
Kennedy,Unpledged,Kings,6991,9439,0,"(108.5, 0.0, 146.5)",#6c0092,1960,CA,Nixon
Kennedy,Unpledged,Lake,4176,2897,0,"(150.6, 0.0, 104.4)",#960068,1960,CA,Nixon
Kennedy,Unpledged,Lassen,2365,3472,0,"(103.3, 0.0, 151.7)",#670097,1960,CA,Nixon
Kennedy,Unpledged,Los Angeles,1302661,1323818,0,"(126.5, 0.0, 128.5)",#7e0080,1960,CA,Nixon
Kennedy,Unpledged,Madera,5869,8126,0,"(106.9, 0.0, 148.1)",#6a0094,1960,CA,Nixon
Kennedy,Unpledged,Marin,37620,27888,0,"(146.4, 0.0, 108.6)",#92006c,1960,CA,Nixon
Kennedy,Unpledged,Mariposa,1599,1338,0,"(138.8, 0.0, 116.2)",#8a0074,1960,CA,Nixon
Kennedy,Unpledged,Mendocino,9301,9476,0,"(126.3, 0.0, 128.7)",#7e0080,1960,CA,Nixon
Kennedy,Unpledged,Merced,11990,15545,0,"(111.0, 0.0, 144.0)",#6f0090,1960,CA,Nixon
Kennedy,Unpledged,Modoc,1839,1691,0,"(132.8, 0.0, 122.2)",#84007a,1960,CA,Nixon
Kennedy,Unpledged,Mono,912,457,0,"(169.9, 0.0, 85.1)",#a90055,1960,CA,Nixon
Kennedy,Unpledged,Monterey,33428,25805,0,"(143.9, 0.0, 111.1)",#8f006f,1960,CA,Nixon
Kennedy,Unpledged,Napa,15125,13499,0,"(134.7, 0.0, 120.3)",#860078,1960,CA,Nixon
Kennedy,Unpledged,Nevada,5419,4633,0,"(137.5, 0.0, 117.5)",#890075,1960,CA,Nixon
Kennedy,Unpledged,Orange,174891,112007,0,"(155.4, 0.0, 99.6)",#9b0063,1960,CA,Nixon
Kennedy,Unpledged,Placer,10439,13304,0,"(112.1, 0.0, 142.9)",#70008e,1960,CA,Nixon
Kennedy,Unpledged,Plumas,2015,3333,0,"(96.1, 0.0, 158.9)",#60009e,1960,CA,Nixon
Kennedy,Unpledged,Riverside,65855,50877,0,"(143.9, 0.0, 111.1)",#8f006f,1960,CA,Nixon
Kennedy,Unpledged,Sacramento,84252,109695,0,"(110.8, 0.0, 144.2)",#6e0090,1960,CA,Nixon
Kennedy,Unpledged,San Benito,3056,2876,0,"(131.4, 0.0, 123.6)",#83007b,1960,CA,Nixon
Kennedy,Unpledged,San Bernardino,99481,90888,0,"(133.3, 0.0, 121.7)",#850079,1960,CA,Nixon
Kennedy,Unpledged,San Diego,223056,171259,0,"(144.2, 0.0, 110.8)",#90006e,1960,CA,Nixon
Kennedy,Unpledged,San Francisco,143001,197734,0,"(107.0, 0.0, 148.0)",#6b0094,1960,CA,Nixon
Kennedy,Unpledged,San Joaquin,48441,42855,0,"(135.3, 0.0, 119.7)",#870077,1960,CA,Nixon
Kennedy,Unpledged,San Luis Obispo,17862,14975,0,"(138.7, 0.0, 116.3)",#8a0074,1960,CA,Nixon
Kennedy,Unpledged,San Mateo,104570,97154,0,"(132.2, 0.0, 122.8)",#84007a,1960,CA,Nixon
Kennedy,Unpledged,Santa Barbara,38805,29409,0,"(145.1, 0.0, 109.9)",#91006d,1960,CA,Nixon
Kennedy,Unpledged,Santa Clara,131735,117667,0,"(134.7, 0.0, 120.3)",#860078,1960,CA,Nixon
Kennedy,Unpledged,Santa Cruz,24858,16659,0,"(152.7, 0.0, 102.3)",#980066,1960,CA,Nixon
Kennedy,Unpledged,Shasta,9462,14691,0,"(99.9, 0.0, 155.1)",#63009b,1960,CA,Nixon
Kennedy,Unpledged,Sierra,576,647,0,"(120.1, 0.0, 134.9)",#780086,1960,CA,Nixon
Kennedy,Unpledged,Siskiyou,6279,8245,0,"(110.2, 0.0, 144.8)",#6e0090,1960,CA,Nixon
Kennedy,Unpledged,Solano,18751,26977,0,"(104.6, 0.0, 150.4)",#680096,1960,CA,Nixon
Kennedy,Unpledged,Sonoma,34641,29147,0,"(138.5, 0.0, 116.5)",#8a0074,1960,CA,Nixon
Kennedy,Unpledged,Stanislaus,30213,30302,0,"(127.3, 0.0, 127.7)",#7f007f,1960,CA,Nixon
Kennedy,Unpledged,Sutter,7520,4379,0,"(161.2, 0.0, 93.8)",#a1005d,1960,CA,Nixon
Kennedy,Unpledged,Tehama,5522,5483,0,"(128.0, 0.0, 127.0)",#80007f,1960,CA,Nixon
Kennedy,Unpledged,Trinity,1418,2262,0,"(98.3, 0.0, 156.7)",#62009c,1960,CA,Nixon
Kennedy,Unpledged,Tulare,29456,24887,0,"(138.2, 0.0, 116.8)",#8a0074,1960,CA,Nixon
Kennedy,Unpledged,Tuolumne,3691,3781,0,"(126.0, 0.0, 129.0)",#7e0081,1960,CA,Nixon
Kennedy,Unpledged,Ventura,35074,35334,0,"(127.0, 0.0, 128.0)",#7f0080,1960,CA,Nixon
Kennedy,Unpledged,Yolo,10104,12395,0,"(114.5, 0.0, 140.5)",#72008c,1960,CA,Nixon
Kennedy,Unpledged,Yuba,5293,4882,0,"(132.7, 0.0, 122.3)",#84007a,1960,CA,Nixon
Kennedy,Unpledged,Adams,18452,21168,0,"(118.8, 0.0, 136.2)",#760088,1960,CO,Nixon
Kennedy,Unpledged,Alamosa,2271,1811,0,"(141.9, 0.0, 113.1)",#8d0071,1960,CO,Nixon
