dem_name,other_name,County,Republican,Democrat,Other,rgb_color,hex_color,Year,State,repub_name
Kennedy,Unpledged,Franklin,4742,7052,0,"(102.5, 0.0, 152.5)",#660098,1960,KY,Nixon
Kennedy,Unpledged,Fulton,1567,2708,0,"(93.5, 0.0, 161.5)",#5d00a1,1960,KY,Nixon
Kennedy,Unpledged,Gallatin,756,1028,0,"(108.1, 0.0, 146.9)",#6c0092,1960,KY,Nixon
Kennedy,Unpledged,Garrard,2759,1780,0,"(155.0, 0.0, 100.0)",#9b0064,1960,KY,Nixon
Kennedy,Unpledged,Grant,2163,1899,0,"(135.8, 0.0, 119.2)",#870077,1960,KY,Nixon
Kennedy,Unpledged,Graves,4854,7689,0,"(98.7, 0.0, 156.3)",#62009c,1960,KY,Nixon
Kennedy,Unpledged,Grayson,4807,2355,0,"(171.2, 0.0, 83.8)",#ab0053,1960,KY,Nixon
Kennedy,Unpledged,Green,3606,1580,0,"(177.3, 0.0, 77.7)",#b1004d,1960,KY,Nixon
Kennedy,Unpledged,Greenup,6101,5245,0,"(137.1, 0.0, 117.9)",#890075,1960,KY,Nixon
Kennedy,Unpledged,Hancock,1488,1018,0,"(151.4, 0.0, 103.6)",#970067,1960,KY,Nixon
Kennedy,Unpledged,Hardin,6191,5141,0,"(139.3, 0.0, 115.7)",#8b0073,1960,KY,Nixon
Kennedy,Unpledged,Harlan,7485,9211,0,"(114.3, 0.0, 140.7)",#72008c,1960,KY,Nixon
Kennedy,Unpledged,Harrison,2306,3481,0,"(101.6, 0.0, 153.4)",#650099,1960,KY,Nixon
Kennedy,Unpledged,Hart,3610,3129,0,"(136.6, 0.0, 118.4)",#880076,1960,KY,Nixon
Kennedy,Unpledged,Henderson,5302,5565,0,"(124.4, 0.0, 130.6)",#7c0082,1960,KY,Nixon
Kennedy,Unpledged,Henry,1714,2969,0,"(93.3, 0.0, 161.7)",#5d00a1,1960,KY,Nixon
Kennedy,Unpledged,Hickman,968,2176,0,"(78.5, 0.0, 176.5)",#4e00b0,1960,KY,Nixon
Kennedy,Unpledged,Hopkins,5574,6436,0,"(118.3, 0.0, 136.7)",#760088,1960,KY,Nixon
Kennedy,Unpledged,Jackson,3923,419,0,"(230.4, 0.0, 24.6)",#e60018,1960,KY,Nixon
Kennedy,Unpledged,Jefferson,118575,117180,0,"(128.3, 0.0, 126.7)",#80007e,1960,KY,Nixon
Kennedy,Unpledged,Jessamine,2787,2022,0,"(147.8, 0.0, 107.2)",#93006b,1960,KY,Nixon
Kennedy,Unpledged,Johnson,5317,2622,0,"(170.8, 0.0, 84.2)",#aa0054,1960,KY,Nixon
Kennedy,Unpledged,Kenton,21857,19466,0,"(134.9, 0.0, 120.1)",#860078,1960,KY,Nixon
Kennedy,Unpledged,Knott,1412,3957,0,"(67.1, 0.0, 187.9)",#4300bb,1960,KY,Nixon
Kennedy,Unpledged,Knox,5814,2956,0,"(169.1, 0.0, 85.9)",#a90055,1960,KY,Nixon
Kennedy,Unpledged,Larue,2668,1713,0,"(155.3, 0.0, 99.7)",#9b0063,1960,KY,Nixon
Kennedy,Unpledged,Laurel,7485,2309,0,"(194.9, 0.0, 60.1)",#c2003c,1960,KY,Nixon
Kennedy,Unpledged,Lawrence,3030,2510,0,"(139.5, 0.0, 115.5)",#8b0073,1960,KY,Nixon
Kennedy,Unpledged,Lee,2012,958,0,"(172.7, 0.0, 82.3)",#ac0052,1960,KY,Nixon
Kennedy,Unpledged,Leslie,3894,795,0,"(211.8, 0.0, 43.2)",#d3002b,1960,KY,Nixon
Kennedy,Unpledged,Letcher,4408,4258,0,"(129.7, 0.0, 125.3)",#81007d,1960,KY,Nixon
Kennedy,Unpledged,Lewis,3816,1682,0,"(177.0, 0.0, 78.0)",#b1004e,1960,KY,Nixon
Kennedy,Unpledged,Lincoln,3747,2381,0,"(155.9, 0.0, 99.1)",#9b0063,1960,KY,Nixon
Kennedy,Unpledged,Livingston,1639,1518,0,"(132.4, 0.0, 122.6)",#84007a,1960,KY,Nixon
Kennedy,Unpledged,Logan,4117,4719,0,"(118.8, 0.0, 136.2)",#760088,1960,KY,Nixon
Kennedy,Unpledged,Lyon,1024,1379,0,"(108.7, 0.0, 146.3)",#6c0092,1960,KY,Nixon
Kennedy,Unpledged,Madison,6692,5621,0,"(138.6, 0.0, 116.4)",#8a0074,1960,KY,Nixon
Kennedy,Unpledged,Magoffin,2736,2471,0,"(134.0, 0.0, 121.0)",#860079,1960,KY,Nixon
Kennedy,Unpledged,Marion,2203,4292,0,"(86.5, 0.0, 168.5)",#5600a8,1960,KY,Nixon
Kennedy,Unpledged,Marshall,3388,3484,0,"(125.7, 0.0, 129.3)",#7d0081,1960,KY,Nixon
Kennedy,Unpledged,Martin,2809,1116,0,"(182.5, 0.0, 72.5)",#b60048,1960,KY,Nixon
Kennedy,Unpledged,Mason,4334,3153,0,"(147.6, 0.0, 107.4)",#93006b,1960,KY,Nixon
Kennedy,Unpledged,McCracken,9689,12539,0,"(111.2, 0.0, 143.8)",#6f008f,1960,KY,Nixon
Kennedy,Unpledged,McCreary,3671,924,0,"(203.7, 0.0, 51.3)",#cb0033,1960,KY,Nixon
Kennedy,Unpledged,McLean,2269,1716,0,"(145.2, 0.0, 109.8)",#91006d,1960,KY,Nixon
Kennedy,Unpledged,Meade,1826,2385,0,"(110.6, 0.0, 144.4)",#6e0090,1960,KY,Nixon
Kennedy,Unpledged,Menifee,817,989,0,"(115.4, 0.0, 139.6)",#73008b,1960,KY,Nixon
Kennedy,Unpledged,Mercer,3569,2713,0,"(144.9, 0.0, 110.1)",#90006e,1960,KY,Nixon
Kennedy,Unpledged,Metcalfe,2146,1553,0,"(147.9, 0.0, 107.1)",#93006b,1960,KY,Nixon
Kennedy,Unpledged,Monroe,4337,970,0,"(208.4, 0.0, 46.6)",#d0002e,1960,KY,Nixon
Kennedy,Unpledged,Montgomery,2451,2629,0,"(123.0, 0.0, 132.0)",#7b0084,1960,KY,Nixon
Kennedy,Unpledged,Morgan,1718,2910,0,"(94.7, 0.0, 160.3)",#5e00a0,1960,KY,Nixon
Kennedy,Unpledged,Muhlenberg,5968,4427,0,"(146.4, 0.0, 108.6)",#92006c,1960,KY,Nixon
Kennedy,Unpledged,Nelson,3021,4713,0,"(99.6, 0.0, 155.4)",#63009b,1960,KY,Nixon
Kennedy,Unpledged,Nicholas,1058,1455,0,"(107.4, 0.0, 147.6)",#6b0093,1960,KY,Nixon
Kennedy,Unpledged,Ohio,5230,2420,0,"(174.3, 0.0, 80.7)",#ae0050,1960,KY,Nixon
Kennedy,Unpledged,Oldham,2221,1960,0,"(135.5, 0.0, 119.5)",#870077,1960,KY,Nixon
Kennedy,Unpledged,Owen,1212,2446,0,"(84.5, 0.0, 170.5)",#5400aa,1960,KY,Nixon
Kennedy,Unpledged,Owsley,2169,346,0,"(219.9, 0.0, 35.1)",#db0023,1960,KY,Nixon
Kennedy,Unpledged,Pendleton,2387,1497,0,"(156.7, 0.0, 98.3)",#9c0062,1960,KY,Nixon
Kennedy,Unpledged,Perry,5754,4971,0,"(136.8, 0.0, 118.2)",#880076,1960,KY,Nixon
Kennedy,Unpledged,Pike,9956,13039,0,"(110.4, 0.0, 144.6)",#6e0090,1960,KY,Nixon
Kennedy,Unpledged,Powell,1508,1122,0,"(146.2, 0.0, 108.8)",#92006c,1960,KY,Nixon
Kennedy,Unpledged,Pulaski,11899,3097,0,"(202.3, 0.0, 52.7)",#ca0034,1960,KY,Nixon
Kennedy,Unpledged,Robertson,594,652,0,"(121.6, 0.0, 133.4)",#790085,1960,KY,Nixon
Kennedy,Unpledged,Rockcastle,3982,1141,0,"(198.2, 0.0, 56.8)",#c60038,1960,KY,Nixon
Kennedy,Unpledged,Rowan,2558,2412,0,"(131.2, 0.0, 123.8)",#83007b,1960,KY,Nixon
Kennedy,Unpledged,Russell,3636,1230,0,"(190.5, 0.0, 64.5)",#be0040,1960,KY,Nixon
Kennedy,Unpledged,Scott,2200,2598,0,"(116.9, 0.0, 138.1)",#74008a,1960,KY,Nixon
Kennedy,Unpledged,Shelby,2934,3822,0,"(110.7, 0.0, 144.3)",#6e0090,1960,KY,Nixon
Kennedy,Unpledged,Simpson,1927,2642,0,"(107.5, 0.0, 147.5)",#6b0093,1960,KY,Nixon
Kennedy,Unpledged,Spencer,1134,1048,0,"(132.5, 0.0, 122.5)",#84007a,1960,KY,Nixon
Kennedy,Unpledged,Taylor,4669,2186,0,"(173.7, 0.0, 81.3)",#ad0051,1960,KY,Nixon
Kennedy,Unpledged,Todd,1846,2827,0,"(100.7, 0.0, 154.3)",#64009a,1960,KY,Nixon
Kennedy,Unpledged,Trigg,1500,2411,0,"(97.8, 0.0, 157.2)",#61009d,1960,KY,Nixon
Kennedy,Unpledged,Trimble,743,1587,0,"(81.3, 0.0, 173.7)",#5100ad,1960,KY,Nixon
Kennedy,Unpledged,Union,1789,3457,0,"(87.0, 0.0, 168.0)",#5700a8,1960,KY,Nixon
Kennedy,Unpledged,Warren,9074,7457,0,"(140.0, 0.0, 115.0)",#8c0073,1960,KY,Nixon
Kennedy,Unpledged,Washington,2632,2391,0,"(133.6, 0.0, 121.4)",#850079,1960,KY,Nixon
Kennedy,Unpledged,Wayne,3973,1964,0,"(170.6, 0.0, 84.4)",#aa0054,1960,KY,Nixon
Kennedy,Unpledged,Webster,2498,3179,0,"(112.2, 0.0, 142.8)",#70008e,1960,KY,Nixon
Kennedy,Unpledged,Whitley,7553,2961,0,"(183.2, 0.0, 71.8)",#b70047,1960,KY,Nixon
Kennedy,Unpledged,Wolfe,1259,1554,0,"(114.1, 0.0, 140.9)",#72008c,1960,KY,Nixon
Kennedy,Unpledged,Woodford,2227,1950,0,"(136.0, 0.0, 119.0)",#880077,1960,KY,Nixon
Kennedy,Unpledged,Acadia Parish,2616,11440,1028,"(44.2, 17.4, 193.4)",#2c11c1,1960,LA,Nixon
Kennedy,Unpledged,Allen Parish,1676,3719,820,"(68.8, 33.6, 152.6)",#442198,1960,LA,Nixon
Kennedy,Unpledged,Ascension Parish,1012,5689,909,"(33.9, 30.5, 190.6)",#211ebe,1960,LA,Nixon
Kennedy,Unpledged,Assumption Parish,766,3019,426,"(46.4, 25.8, 182.8)",#2e19b6,1960,LA,Nixon
Kennedy,Unpledged,Avoyelles Parish,1270,7625,1140,"(32.3, 29.0, 193.8)",#201dc1,1960,LA,Nixon
Kennedy,Unpledged,Beauregard Parish,2432,2903,630,"(104.0, 26.9, 124.1)",#681a7c,1960,LA,Nixon
Kennedy,Unpledged,Bienville Parish,1230,625,1693,"(88.4, 121.7, 44.9)",#58792c,1960,LA,Nixon
Kennedy,Unpledged,Bossier Parish,3429,2198,3093,"(100.3, 90.4, 64.3)",#645a40,1960,LA,Nixon
Kennedy,Unpledged,Caddo Parish,25139,11481,9681,"(138.5, 53.3, 63.2)",#8a353f,1960,LA,Nixon
Kennedy,Unpledged,Calcasieu Parish,10243,24233,3151,"(69.4, 21.4, 164.2)",#4515a4,1960,LA,Nixon
Kennedy,Unpledged,Caldwell Parish,716,694,631,"(89.5, 78.8, 86.7)",#594e56,1960,LA,Nixon
Kennedy,Unpledged,Cameron Parish,322,1944,74,"(35.1, 8.1, 211.8)",#2308d3,1960,LA,Nixon
Kennedy,Unpledged,Catahoula Parish,971,558,603,"(116.1, 72.1, 66.7)",#744842,1960,LA,Nixon
Kennedy,Unpledged,Claiborne Parish,1336,489,2029,"(88.4, 134.2, 32.4)",#588620,1960,LA,Nixon
Kennedy,Unpledged,Concordia Parish,1009,768,1554,"(77.2, 119.0, 58.8)",#4d773a,1960,LA,Nixon
Kennedy,Unpledged,De Soto Parish,1603,1183,1653,"(92.1, 95.0, 68.0)",#5c5f44,1960,LA,Nixon
Kennedy,Unpledged,East Baton Rouge Parish,17749,26326,12360,"(80.2, 55.8, 119.0)",#503777,1960,LA,Nixon
Kennedy,Unpledged,East Carroll Parish,448,364,712,"(75.0, 119.1, 60.9)",#4b773c,1960,LA,Nixon
Kennedy,Unpledged,East Feliciana Parish,313,475,1139,"(41.4, 150.7, 62.9)",#29963e,1960,LA,Nixon
Kennedy,Unpledged,Evangeline Parish,1105,7865,794,"(28.9, 20.7, 205.4)",#1c14cd,1960,LA,Nixon
Kennedy,Unpledged,Franklin Parish,1336,1213,1490,"(84.3, 94.1, 76.6)",#545e4c,1960,LA,Nixon
Kennedy,Unpledged,Grant Parish,1254,1219,1409,"(82.4, 92.6, 80.1)",#525c50,1960,LA,Nixon
Kennedy,Unpledged,Iberia Parish,3551,9235,2684,"(58.5, 44.2, 152.2)",#3a2c98,1960,LA,Nixon
Kennedy,Unpledged,Iberville Parish,1000,4558,751,"(40.4, 30.4, 184.2)",#281eb8,1960,LA,Nixon
Kennedy,Unpledged,Jackson Parish,1799,1398,903,"(111.9, 56.2, 86.9)",#6f3856,1960,LA,Nixon
Kennedy,Unpledged,Jefferson Davis Parish,2251,5904,557,"(65.9, 16.3, 172.8)",#4110ac,1960,LA,Nixon
Kennedy,Unpledged,Jefferson Parish,17215,32119,13304,"(70.1, 54.2, 130.8)",#463682,1960,LA,Nixon
Kennedy,Unpledged,La Salle Parish,2123,843,876,"(140.9, 58.1, 56.0)",#8c3a38,1960,LA,Nixon
Kennedy,Unpledged,Lafayette Parish,6047,14132,2505,"(68.0, 28.2, 158.9)",#441c9e,1960,LA,Nixon
Kennedy,Unpledged,Lafourche Parish,2930,12244,881,"(46.5, 14.0, 194.5)",#2e0ec2,1960,LA,Nixon
Kennedy,Unpledged,Lincoln Parish,2766,1051,1292,"(138.1, 64.5, 52.5)",#8a4034,1960,LA,Nixon
Kennedy,Unpledged,Livingston Parish,954,2881,2793,"(36.7, 107.5, 110.8)",#246b6e,1960,LA,Nixon
Kennedy,Unpledged,Madison Parish,629,235,1024,"(85.0, 138.3, 31.7)",#558a1f,1960,LA,Nixon
Kennedy,Unpledged,Morehouse Parish,2551,1085,1144,"(136.1, 61.0, 57.9)",#883d39,1960,LA,Nixon
Kennedy,Unpledged,Natchitoches Parish,2562,2781,1717,"(92.5, 62.0, 100.4)",#5c3e64,1960,LA,Nixon
Kennedy,Unpledged,Orleans Parish,47111,87242,41414,"(68.3, 60.1, 126.6)",#443c7e,1960,LA,Nixon
Kennedy,Unpledged,Ouachita Parish,10525,5202,3564,"(139.1, 47.1, 68.8)",#8b2f44,1960,LA,Nixon
Kennedy,Unpledged,Plaquemines Parish,712,1087,3347,"(35.3, 165.9, 53.9)",#23a535,1960,LA,Nixon
Kennedy,Unpledged,Pointe Coupee Parish,674,2953,485,"(41.8, 30.1, 183.1)",#291eb7,1960,LA,Nixon
Kennedy,Unpledged,Rapides Parish,8155,9651,5976,"(87.4, 64.1, 103.5)",#574067,1960,LA,Nixon
Kennedy,Unpledged,Red River Parish,406,377,1134,"(54.0, 150.8, 50.1)",#369632,1960,LA,Nixon
Kennedy,Unpledged,Richland Parish,1378,996,1495,"(90.8, 98.5, 65.6)",#5a6241,1960,LA,Nixon
Kennedy,Unpledged,Sabine Parish,2419,2412,1058,"(104.7, 45.8, 104.4)",#682d68,1960,LA,Nixon
Kennedy,Unpledged,St. Bernard Parish,1431,4660,4858,"(33.3, 113.1, 108.5)",#21716c,1960,LA,Nixon
Kennedy,Unpledged,St. Charles Parish,1377,4708,517,"(53.2, 20.0, 181.8)",#3514b5,1960,LA,Nixon
Kennedy,Unpledged,St. Helena Parish,296,678,835,"(41.7, 117.7, 95.6)",#29755f,1960,LA,Nixon
Kennedy,Unpledged,St. James Parish,620,4362,332,"(29.8, 15.9, 209.3)",#1d0fd1,1960,LA,Nixon
Kennedy,Unpledged,St. John the Baptist Parish,488,3782,450,"(26.4, 24.3, 204.3)",#1a18cc,1960,LA,Nixon
Kennedy,Unpledged,St. Landry Parish,3083,14625,2554,"(38.8, 32.1, 184.1)",#2620b8,1960,LA,Nixon
Kennedy,Unpledged,St. Martin Parish,858,5506,699,"(31.0, 25.2, 198.8)",#1f19c6,1960,LA,Nixon
Kennedy,Unpledged,St. Mary Parish,2992,6671,1169,"(70.4, 27.5, 157.0)",#461b9d,1960,LA,Nixon
Kennedy,Unpledged,St. Tammany Parish,2850,5179,3034,"(65.7, 69.9, 119.4)",#414577,1960,LA,Nixon
Kennedy,Unpledged,Tangipahoa Parish,3285,6648,4418,"(58.4, 78.5, 118.1)",#3a4e76,1960,LA,Nixon
Kennedy,Unpledged,Tensas Parish,510,247,451,"(107.7, 95.2, 52.1)",#6b5f34,1960,LA,Nixon
Kennedy,Unpledged,Terrebonne Parish,3126,8992,1092,"(60.3, 21.1, 173.6)",#3c15ad,1960,LA,Nixon
Kennedy,Unpledged,Union Parish,2017,1034,1012,"(126.6, 63.5, 64.9)",#7e3f40,1960,LA,Nixon
Kennedy,Unpledged,Vermilion Parish,2170,11257,1168,"(37.9, 20.4, 196.7)",#2514c4,1960,LA,Nixon
Kennedy,Unpledged,Vernon Parish,1991,3145,1024,"(82.4, 42.4, 130.2)",#522a82,1960,LA,Nixon
Kennedy,Unpledged,Washington Parish,1847,5678,3875,"(41.3, 86.7, 127.0)",#29567f,1960,LA,Nixon
Kennedy,Unpledged,Webster Parish,3139,1273,3255,"(104.4, 108.3, 42.3)",#686c2a,1960,LA,Nixon
Kennedy,Unpledged,West Baton Rouge Parish,390,2315,436,"(31.7, 35.4, 187.9)",#1f23bb,1960,LA,Nixon
Kennedy,Unpledged,West Carroll Parish,742,784,897,"(78.1, 94.4, 82.5)",#4e5e52,1960,LA,Nixon
Kennedy,Unpledged,West Feliciana Parish,196,271,424,"(56.1, 121.3, 77.6)",#38794d,1960,LA,Nixon
Kennedy,Unpledged,Winn Parish,1839,1108,1149,"(114.5, 71.5, 69.0)",#724745,1960,LA,Nixon
Kennedy,Unpledged,Barnstable,20900,12423,0,"(159.9, 0.0, 95.1)",#9f005f,1960,MA,Nixon
Kennedy,Unpledged,Berkshire,27335,41132,0,"(101.8, 0.0, 153.2)",#650099,1960,MA,Nixon
Kennedy,Unpledged,Bristol,64290,130049,0,"(84.4, 0.0, 170.6)",#5400aa,1960,MA,Nixon
Kennedy,Unpledged,Dukes,1998,1282,0,"(155.3, 0.0, 99.7)",#9b0063,1960,MA,Nixon
Kennedy,Unpledged,Essex,126599,167875,0,"(109.6, 0.0, 145.4)",#6d0091,1960,MA,Nixon
Kennedy,Unpledged,Franklin,15682,12282,0,"(143.0, 0.0, 112.0)",#8f0070,1960,MA,Nixon
Kennedy,Unpledged,Hampden,72054,121061,0,"(95.1, 0.0, 159.9)",#5f009f,1960,MA,Nixon
Kennedy,Unpledged,Hampshire,19346,25667,0,"(109.6, 0.0, 145.4)",#6d0091,1960,MA,Nixon
Kennedy,Unpledged,Middlesex,246126,356130,0,"(104.2, 0.0, 150.8)",#680096,1960,MA,Nixon
Kennedy,Unpledged,Nantucket,1219,698,0,"(162.2, 0.0, 92.8)",#a2005c,1960,MA,Nixon
Kennedy,Unpledged,Norfolk,121744,135474,0,"(120.7, 0.0, 134.3)",#780086,1960,MA,Nixon
Kennedy,Unpledged,Plymouth,60977,57175,0,"(131.6, 0.0, 123.4)",#83007b,1960,MA,Nixon
Kennedy,Unpledged,Suffolk,85750,252823,0,"(64.6, 0.0, 190.4)",#4000be,1960,MA,Nixon
Kennedy,Unpledged,Worcester,112730,173103,0,"(100.6, 0.0, 154.4)",#64009a,1960,MA,Nixon
Kennedy,Unpledged,Allegany,20489,13701,0,"(152.8, 0.0, 102.2)",#980066,1960,MD,Nixon
Kennedy,Unpledged,Anne Arundel,30595,26063,0,"(137.7, 0.0, 117.3)",#890075,1960,MD,Nixon
Kennedy,Unpledged,Baltimore,96027,94396,0,"(128.6, 0.0, 126.4)",#80007e,1960,MD,Nixon
Kennedy,Unpledged,Baltimore,114705,202752,0,"(92.1, 0.0, 162.9)",#5c00a2,1960,MD,Nixon
Kennedy,Unpledged,Calvert,2173,2535,0,"(117.7, 0.0, 137.3)",#750089,1960,MD,Nixon
Kennedy,Unpledged,Caroline,3698,3381,0,"(133.2, 0.0, 121.8)",#850079,1960,MD,Nixon
Kennedy,Unpledged,Carroll,11445,5763,0,"(169.6, 0.0, 85.4)",#a90055,1960,MD,Nixon
Kennedy,Unpledged,Cecil,7368,6065,0,"(139.9, 0.0, 115.1)",#8b0073,1960,MD,Nixon
Kennedy,Unpledged,Charles,4560,5482,0,"(115.8, 0.0, 139.2)",#73008b,1960,MD,Nixon
Kennedy,Unpledged,Dorchester,4626,4964,0,"(123.0, 0.0, 132.0)",#7b0084,1960,MD,Nixon
Kennedy,Unpledged,Frederick,13408,9910,0,"(146.6, 0.0, 108.4)",#92006c,1960,MD,Nixon
Kennedy,Unpledged,Garrett,5057,2357,0,"(173.9, 0.0, 81.1)",#ad0051,1960,MD,Nixon
Kennedy,Unpledged,Harford,12090,9293,0,"(144.2, 0.0, 110.8)",#90006e,1960,MD,Nixon
Kennedy,Unpledged,Howard,7051,5412,0,"(144.3, 0.0, 110.7)",#90006e,1960,MD,Nixon
Kennedy,Unpledged,Kent,3264,3079,0,"(131.2, 0.0, 123.8)",#83007b,1960,MD,Nixon
Kennedy,Unpledged,Montgomery,62679,66025,0,"(124.2, 0.0, 130.8)",#7c0082,1960,MD,Nixon
Kennedy,Unpledged,Prince George's,44817,62013,0,"(107.0, 0.0, 148.0)",#6b0094,1960,MD,Nixon
Kennedy,Unpledged,Queen Anne's,2906,3126,0,"(122.8, 0.0, 132.2)",#7a0084,1960,MD,Nixon
Kennedy,Unpledged,Somerset,4030,3948,0,"(128.8, 0.0, 126.2)",#80007e,1960,MD,Nixon
Kennedy,Unpledged,St. Mary's,3080,5752,0,"(88.9, 0.0, 166.1)",#5800a6,1960,MD,Nixon
Kennedy,Unpledged,Talbot,4995,3462,0,"(150.6, 0.0, 104.4)",#960068,1960,MD,Nixon
Kennedy,Unpledged,Washington,17828,15632,0,"(135.9, 0.0, 119.1)",#870077,1960,MD,Nixon
Kennedy,Unpledged,Wicomico,8671,7350,0,"(138.0, 0.0, 117.0)",#8a0075,1960,MD,Nixon
Kennedy,Unpledged,Worcester,3976,3347,0,"(138.5, 0.0, 116.5)",#8a0074,1960,MD,Nixon
Kennedy,Unpledged,Androscoggin,14654,26097,0,"(91.7, 0.0, 163.3)",#5b00a3,1960,ME,Nixon
Kennedy,Unpledged,Aroostook,18698,14799,0,"(142.3, 0.0, 112.7)",#8e0070,1960,ME,Nixon
Kennedy,Unpledged,Cumberland,47271,33553,0,"(149.1, 0.0, 105.9)",#950069,1960,ME,Nixon
Kennedy,Unpledged,Franklin,6136,3304,0,"(165.8, 0.0, 89.2)",#a50059,1960,ME,Nixon
Kennedy,Unpledged,Hancock,12119,3363,0,"(199.6, 0.0, 55.4)",#c70037,1960,ME,Nixon
Kennedy,Unpledged,Kennebec,21699,18252,0,"(138.5, 0.0, 116.5)",#8a0074,1960,ME,Nixon
Kennedy,Unpledged,Knox,9083,3816,0,"(179.6, 0.0, 75.4)",#b3004b,1960,ME,Nixon
Kennedy,Unpledged,Lincoln,7562,2337,0,"(194.8, 0.0, 60.2)",#c2003c,1960,ME,Nixon
Kennedy,Unpledged,Oxford,11715,8951,0,"(144.6, 0.0, 110.4)",#90006e,1960,ME,Nixon
Kennedy,Unpledged,Penobscot,28459,19175,0,"(152.4, 0.0, 102.6)",#980066,1960,ME,Nixon
Kennedy,Unpledged,Piscataquis,4959,2859,0,"(161.7, 0.0, 93.3)",#a1005d,1960,ME,Nixon
Kennedy,Unpledged,Sagadahoc,6386,3965,0,"(157.3, 0.0, 97.7)",#9d0061,1960,ME,Nixon
Kennedy,Unpledged,Somerset,10142,6956,0,"(151.3, 0.0, 103.7)",#970067,1960,ME,Nixon
Kennedy,Unpledged,Waldo,6844,2845,0,"(180.1, 0.0, 74.9)",#b4004a,1960,ME,Nixon
Kennedy,Unpledged,Washington,9118,4716,0,"(168.1, 0.0, 86.9)",#a80056,1960,ME,Nixon
Kennedy,Unpledged,York,25763,26171,0,"(126.5, 0.0, 128.5)",#7e0080,1960,ME,Nixon
Kennedy,Unpledged,Alcona,2053,1038,0,"(169.4, 0.0, 85.6)",#a90055,1960,MI,Nixon
Kennedy,Unpledged,Alger,1663,2321,0,"(106.4, 0.0, 148.6)",#6a0094,1960,MI,Nixon
Kennedy,Unpledged,Allegan,16660,6752,2,"(181.4, 0.0, 73.5)",#b50049,1960,MI,Nixon
Kennedy,Unpledged,Alpena,6573,5071,0,"(143.9, 0.0, 111.1)",#8f006f,1960,MI,Nixon
Kennedy,Unpledged,Antrim,3398,1647,0,"(171.8, 0.0, 83.2)",#ab0053,1960,MI,Nixon
Kennedy,Unpledged,Arenac,2352,1888,0,"(141.5, 0.0, 113.5)",#8d0071,1960,MI,Nixon
Kennedy,Unpledged,Baraga,1861,1964,0,"(124.1, 0.0, 130.9)",#7c0082,1960,MI,Nixon
Kennedy,Unpledged,Barry,9298,4406,0,"(173.0, 0.0, 82.0)",#ad0052,1960,MI,Nixon
Kennedy,Unpledged,Bay,20909,22998,0,"(121.4, 0.0, 133.6)",#790085,1960,MI,Nixon
Kennedy,Unpledged,Benzie,2484,1306,0,"(167.1, 0.0, 87.9)",#a70057,1960,MI,Nixon
Kennedy,Unpledged,Berrien,37425,23837,23,"(155.7, 0.1, 99.2)",#9b0063,1960,MI,Nixon
Kennedy,Unpledged,Branch,8752,4759,6,"(165.1, 0.1, 89.8)",#a50059,1960,MI,Nixon
Kennedy,Unpledged,Calhoun,32080,23511,0,"(147.2, 0.0, 107.8)",#93006b,1960,MI,Nixon
Kennedy,Unpledged,Cass,8585,6468,3,"(145.4, 0.1, 109.5)",#91006d,1960,MI,Nixon
Kennedy,Unpledged,Charlevoix,3987,2422,0,"(158.6, 0.0, 96.4)",#9e0060,1960,MI,Nixon
Kennedy,Unpledged,Cheboygan,3817,2977,0,"(143.3, 0.0, 111.7)",#8f006f,1960,MI,Nixon
Kennedy,Unpledged,Chippewa,6490,5239,2,"(141.1, 0.0, 113.9)",#8d0071,1960,MI,Nixon
Kennedy,Unpledged,Clare,3616,1507,0,"(180.0, 0.0, 75.0)",#b4004b,1960,MI,Nixon
Kennedy,Unpledged,Clinton,10227,4822,1,"(173.3, 0.0, 81.7)",#ad0051,1960,MI,Nixon
Kennedy,Unpledged,Crawford,1464,783,0,"(166.1, 0.0, 88.9)",#a60058,1960,MI,Nixon
Kennedy,Unpledged,Delta,6460,7924,0,"(114.5, 0.0, 140.5)",#72008c,1960,MI,Nixon
Kennedy,Unpledged,Dickinson,5336,6645,1,"(113.6, 0.0, 141.4)",#71008d,1960,MI,Nixon
Kennedy,Unpledged,Eaton,14163,6912,1,"(171.4, 0.0, 83.6)",#ab0053,1960,MI,Nixon
Kennedy,Unpledged,Emmet,4574,2602,0,"(162.5, 0.0, 92.5)",#a2005c,1960,MI,Nixon
Kennedy,Unpledged,Genesee,74940,72059,0,"(130.0, 0.0, 125.0)",#82007d,1960,MI,Nixon
Kennedy,Unpledged,Gladwin,3282,1424,0,"(177.8, 0.0, 77.2)",#b1004d,1960,MI,Nixon
Kennedy,Unpledged,Gogebic,5429,7200,0,"(109.6, 0.0, 145.4)",#6d0091,1960,MI,Nixon
Kennedy,Unpledged,Grand Traverse,8618,4886,3,"(162.7, 0.1, 92.2)",#a2005c,1960,MI,Nixon
Kennedy,Unpledged,Gratiot,9854,3859,0,"(183.2, 0.0, 71.8)",#b70047,1960,MI,Nixon
Kennedy,Unpledged,Hillsdale,10208,4069,2,"(182.3, 0.0, 72.7)",#b60048,1960,MI,Nixon
Kennedy,Unpledged,Houghton,7767,8021,0,"(125.4, 0.0, 129.6)",#7d0081,1960,MI,Nixon
Kennedy,Unpledged,Huron,9592,5775,0,"(159.2, 0.0, 95.8)",#9f005f,1960,MI,Nixon
